,monto,antiguedad_cuenta,tipo_tarjeta,es_fraude
64,32.98028401342492,11,MasterCard,0
65,78.2407083207746,16,MasterCard,0
66,15.189814782062886,9,Amex,0
67,162.04835957747312,33,Visa,0
68,7.747586881130901,5,MasterCard,0
69,433.41463395873194,7,MasterCard,0
70,147.94837762415114,10,MasterCard,0
71,22.153944050588596,11,Visa,0
72,0.5537420375935475,8,MasterCard,0
73,168.9896777486126,1,MasterCard,0
74,122.70959073870446,7,Amex,0
75,130.5662908787999,10,Visa,0
76,147.52145260435134,35,Amex,0
77,7.692926551379635,9,Visa,0
78,44.38926724162325,20,Visa,0
79,12.315010460444965,19,Visa,0
80,198.85295716582226,47,Amex,0
81,97.63011917123741,7,Amex,0
82,40.1818801251301,35,Amex,0
83,6.566806580478289,28,Amex,0
84,37.24883504103537,41,MasterCard,0
85,39.331421318413135,11,MasterCard,0
86,130.7875783957741,13,MasterCard,0
87,101.488935892602,47,Visa,0
88,218.22519124015147,49,MasterCard,0
89,63.90661333763098,20,Visa,0
90,12.73723936155019,21,Amex,0
91,124.91263443165994,20,Visa,0
92,143.0392753076864,43,Visa,0
93,82.38874948858287,49,MasterCard,0
94,147.38899667213644,29,Amex,0
95,68.0814731510278,38,Amex,0
96,73.9678838777267,19,MasterCard,0
97,55.781419390842736,23,Amex,0
98,2.574777399011373,22,Amex,0
99,11.416743519186584,6,Amex,0
100,3.1933681293053824,8,MasterCard,0
101,101.17295509275495,0,Amex,0
102,37.73967087950999,25,Visa,0
103,71.04371771341901,37,Visa,0
104,238.12655298459754,37,Amex,0
105,28.673882298329833,43,MasterCard,0
106,52.82819748826726,21,MasterCard,0
107,140.87491475385835,43,MasterCard,0
108,25.980515691739402,9,Amex,0
109,8.010427855017637,5,Amex,0
110,34.21403038870571,16,Visa,0
111,17.580835850006284,49,MasterCard,0
112,265.4950085880625,37,Visa,0
113,165.08870804845694,23,Visa,0
114,100.34941905205311,9,MasterCard,0
115,205.1519730520813,7,Amex,0
116,162.79689407405564,20,Amex,0
117,20.649547635863907,5,Visa,0
118,223.0813405235561,20,Visa,0
119,77.5099901966172,38,Visa,0
120,164.73482913035662,23,Visa,0
121,226.42426492862313,32,MasterCard,0
122,38.27307164183185,17,Visa,0
123,11.659216012385084,27,Visa,0
124,25.868674613938136,31,Amex,0
125,55.70576927486144,11,Amex,0
126,170.3829726638945,47,Amex,0
127,197.13449718798333,41,MasterCard,0
128,0.6976409181650647,26,MasterCard,0
129,71.48761593385558,9,Amex,0
130,54.02733209186713,45,Amex,0
131,25.11673382758245,41,Visa,0
132,12.768039154564681,31,Visa,0
133,41.190857986243245,41,MasterCard,0
134,286.31211226911495,25,MasterCard,0
135,39.03838028814744,24,Visa,0
136,73.1452805760152,10,Amex,0
137,121.40869768808548,22,Visa,0
138,45.197449896696234,33,MasterCard,0
139,356.77981382916994,39,MasterCard,0
140,328.2009864541398,22,Visa,0
141,29.006129499220528,28,Visa,0
142,68.76592784638473,30,Visa,0
143,35.79304600790468,6,MasterCard,0
144,33.52496763810817,39,Amex,0
145,3.758447776552253,32,Visa,0
146,94.04920709825932,20,MasterCard,0
147,69.85196328296385,1,MasterCard,0
148,5.285108738039248,17,MasterCard,0
149,32.662592101036935,46,Visa,0
150,238.88609510893403,32,Visa,0
151,27.386055214207705,36,Amex,0
152,15.653086098546975,33,MasterCard,0
153,67.22721094736363,19,Visa,0
154,424.40369826152596,34,MasterCard,0
155,27.71448135597262,49,MasterCard,0
156,111.51550102972934,17,Amex,0
157,143.3887626239463,45,Visa,0
158,27.133317233580577,23,Visa,0
159,130.2748928492316,7,MasterCard,0
160,45.8522799264304,29,MasterCard,0
161,100.05037477317713,43,Amex,0
162,100.38378271376382,9,Amex,0
163,76.73852499523488,22,Amex,0
164,9.462915881162095,48,Amex,0
165,180.3644794246297,10,Amex,0
166,38.68102936673966,1,Amex,0
167,20.643210660755653,25,MasterCard,0
168,4.1629759794345205,35,Amex,0
169,89.37784045945834,32,MasterCard,0
170,113.18517342673489,46,MasterCard,0
171,1.672694755847062,12,Visa,0
172,71.76305845494883,39,MasterCard,0
173,25.682414705495766,24,MasterCard,0
174,103.61243415476919,3,Amex,0
175,19.160422253913374,41,MasterCard,0
176,117.4212527567719,18,Amex,0
177,48.89587009811018,17,Amex,0
178,276.0343817804307,36,Amex,0
179,14.794441343927895,29,Visa,0
180,41.713243399517175,18,Amex,0
181,12.044428503699642,22,MasterCard,0
182,258.61903971507235,15,Amex,0
183,209.8333707160994,0,Amex,0
184,29.83273700614889,11,Amex,0
185,107.87627390439145,23,Visa,0
186,169.94840726392212,33,MasterCard,0
187,81.01323606865081,7,Visa,0
188,75.42794101939461,17,MasterCard,0
189,27.687704543790314,47,Visa,0
190,9.772614047494073,4,MasterCard,0
191,227.51232251945228,25,Visa,0
192,230.67744276484268,29,Amex,0
193,100.26699194828848,12,Visa,0
194,41.40465098113239,18,Visa,0
195,42.95676158116439,28,Amex,0
196,129.4465429727118,2,Amex,0
197,227.40973491072523,25,MasterCard,0
198,218.1132569396613,39,MasterCard,0
199,151.3562191930903,11,MasterCard,0
200,102.7310693567705,1,Visa,0
201,8.789172619608406,10,MasterCard,0
202,17.62942146834115,43,Visa,0
203,228.82305001775057,27,Visa,0
204,93.24939469655895,17,MasterCard,0
205,0.9239605610994409,12,MasterCard,0
206,10.699690143594932,36,Visa,0
207,108.9162387290241,21,Amex,0
208,0.5074437051797003,11,Amex,0
209,17.531581610419906,1,Visa,0
210,79.56978461389316,36,MasterCard,0
211,117.73152866548126,6,Visa,0
212,105.54414821352486,25,Visa,0
213,25.39498673080245,25,MasterCard,0
214,124.54172888985389,23,Amex,0
215,27.082375905280593,11,Visa,0
216,39.363490891808446,15,Amex,0
217,137.23575516657905,22,Amex,0
218,104.87738143027681,39,MasterCard,0
219,189.1956077463401,8,Visa,0
220,107.18132881697625,31,Visa,0
221,84.00443055872574,14,Amex,0
222,9.835706144841048,36,Amex,0
223,45.84163072070201,12,MasterCard,0
224,30.816014785883116,4,Amex,0
225,27.970020366242128,10,MasterCard,0
226,361.23094061629257,9,Visa,0
227,49.938749704002376,12,MasterCard,0
228,222.6055211248523,40,Amex,0
229,99.73343857364831,45,Visa,0
230,158.38252526883997,49,MasterCard,0
231,69.84353243887705,14,Visa,0
232,86.0155902641585,41,MasterCard,0
233,67.82934333416935,6,Amex,0
234,21.72148953252385,39,Amex,0
235,128.1761803065804,27,Visa,0
236,32.957736836626296,31,Visa,0
237,2.4616481080688613,34,Visa,0
238,103.69687862952739,14,MasterCard,0
239,19.493357022482268,47,Amex,0
240,282.1083147273303,35,Visa,0
241,307.75624127880235,20,Visa,0
242,246.35098846338414,5,Visa,0
243,46.228739649736674,0,MasterCard,0
244,1.5577315371944382,3,Visa,0
245,263.552345733189,10,Visa,0
246,55.89382770530613,43,MasterCard,0
247,340.0842016122056,25,MasterCard,0
248,331.37354761302055,36,Visa,0
249,191.7387017179419,22,Visa,0
250,34.87760681721603,28,MasterCard,0
251,48.62919320986936,20,Amex,0
252,190.47266524780798,47,MasterCard,0
253,38.11462314307171,44,Amex,0
254,18.57186162957548,44,Visa,0
255,81.37369920602278,48,Visa,0
256,275.1293470807042,26,Amex,0
257,119.08255977579371,38,MasterCard,0
258,84.41123364356555,39,Visa,0
259,10.222819734932289,12,Amex,0
260,95.45307155177177,22,MasterCard,0
261,461.05697478463173,15,Amex,0
262,15.092058664226416,29,MasterCard,0
263,73.04953249815037,3,MasterCard,0
264,209.86086379007943,39,MasterCard,0
265,135.003424835367,15,MasterCard,0
266,119.4074425301673,30,Amex,0
267,121.22875562244899,41,Amex,0
268,44.549234231494914,24,Amex,0
269,34.75620842670952,43,Amex,0
270,165.73745072597123,11,Amex,0
271,166.13281990870288,25,MasterCard,0
272,201.7950047367915,36,Visa,0
273,244.46159618366363,47,Visa,0
274,71.60932369329038,32,Amex,0
275,69.61843775511993,27,Amex,0
276,160.09499323084876,8,Visa,0
277,104.97190748878002,11,MasterCard,0
278,121.0550648511517,4,Amex,0
279,158.86194749542048,27,MasterCard,0
280,220.7323476346767,34,Visa,0
281,41.24824071376542,4,Visa,0
282,47.09367887275563,33,Amex,0
283,9.869603918736056,45,MasterCard,0
284,86.34140266094347,33,Amex,0
285,3.6604104210857,12,Visa,0
286,62.66069481821096,38,MasterCard,0
287,78.2294585687126,41,Amex,0
288,33.76306603145225,44,Amex,0
289,89.36325301461753,47,Amex,0
290,3.0975062101474546,13,Visa,0
291,3.806349928278938,10,Amex,0
292,172.93513695381358,41,MasterCard,0
293,44.65850242077447,37,Amex,0
294,13.588904129742799,3,Visa,0
295,73.86535882790156,32,Amex,0
296,146.96479404457352,6,Visa,0
297,24.311800342990335,40,Visa,0
298,97.52196186564929,7,MasterCard,0
299,8.921102898989728,36,MasterCard,0
300,5.306509591030941,9,Amex,0
301,75.7908940625521,42,Visa,0
302,77.79104426947421,14,Visa,0
303,101.4537448204616,37,MasterCard,0
304,129.49605629166842,14,MasterCard,0
305,372.3557008699993,4,Amex,0
306,72.62911192303562,28,Visa,0
307,39.00197141059788,18,MasterCard,0
308,158.56539797326863,9,Amex,0
309,31.585146543613728,11,Visa,0
310,57.798343127330135,3,Visa,0
311,8.17051685836699,30,MasterCard,0
312,2.5677609541474378,17,Amex,0
313,328.7379923268602,15,MasterCard,0
314,180.77676421150625,39,Amex,0
315,119.06427327993416,35,Visa,0
316,52.58596444651419,24,Amex,0
317,19.030653614210873,22,Amex,0
318,17.012074157285415,11,Amex,0
319,28.80059891265836,33,Amex,0
320,79.67906483133146,35,Amex,0
321,125.38492877767757,36,MasterCard,0
322,107.93903496967985,2,Amex,0
323,32.84122613889959,8,Amex,0
324,309.81034985563065,17,Visa,0
325,133.90174048752263,42,Amex,0
326,80.82304819313313,34,Visa,0
327,94.6030472037435,33,MasterCard,0
328,54.40378655320514,40,MasterCard,0
329,28.466129227406352,13,Amex,0
330,44.00141293231124,3,MasterCard,0
331,141.8181847756713,28,Amex,0
332,1.4498079720804276,40,MasterCard,0
333,12.338039223997605,44,Amex,0
334,4.709437695252053,49,Amex,0
335,4.1581451917292425,14,Visa,0
336,193.42030336156586,27,Visa,0
337,121.62406117006883,41,Visa,0
338,64.27845944128924,15,Visa,0
339,10.295691844781325,11,Amex,0
340,67.65179657972332,4,MasterCard,0
341,64.14503320943712,33,Amex,0
342,19.019471280022497,41,Visa,0
343,56.88991313023239,0,Visa,0
344,50.83366145832069,38,MasterCard,0
345,95.67224329131345,31,Visa,0
346,100.81145360409121,25,Amex,0
347,4.636232402053473,16,Amex,0
348,46.938400465506156,47,Amex,0
349,98.31249947827285,26,Amex,0
350,69.94394526077897,23,Amex,0
351,194.13494531754387,34,MasterCard,0
352,107.49747640549978,45,Amex,0
353,17.785286876730733,41,Visa,0
354,7.318243625624084,38,Visa,0
355,102.83941471088912,25,Visa,0
356,2.6869072667394427,48,Visa,0
357,88.13473778072907,37,MasterCard,0
358,281.7255455387152,22,Visa,0
359,85.67824455775444,21,MasterCard,0
360,49.13006922239072,3,Visa,0
361,103.08271578449819,48,MasterCard,0
362,61.29559740510913,8,MasterCard,0
363,78.88143605763202,3,MasterCard,0
364,283.81271462329994,6,Visa,0
365,48.792752735018716,22,MasterCard,0
366,324.9091861506754,1,Amex,0
367,235.75761837699193,48,Amex,0
368,21.789626094045,23,Visa,0
369,7.188415530315702,39,Amex,0
370,10.622533548163021,30,Amex,0
371,1.8389887847233704,46,Amex,0
372,9.920501165575415,30,Visa,0
373,114.88748725771671,46,Visa,0
374,7.384962694642702,39,Amex,0
375,38.41571882948685,47,Visa,0
376,186.3526040097277,42,MasterCard,0
377,2.354700318071151,33,Amex,0
378,168.45305061859585,23,Visa,0
379,33.10834668396295,48,Visa,0
380,12.575011982910764,25,Amex,0
381,119.31554084399134,15,Visa,0
382,99.13991764332202,46,Amex,0
383,209.94158140869467,12,Visa,0
384,132.82935787644004,14,MasterCard,0
385,162.69958059939782,26,Amex,0
386,33.13338623067386,3,MasterCard,0
387,19.533329604044695,15,Amex,0
388,138.87563960054248,29,Visa,0
389,164.42091832434195,43,MasterCard,0
390,465.70048901402305,29,Visa,0
391,53.2079354152605,35,Amex,0
392,46.52439119617327,2,Amex,0
393,149.7954503343587,21,Amex,0
394,41.67336709307531,48,Amex,0
395,267.0137924399326,21,Amex,0
396,195.48391571662492,49,MasterCard,0
397,56.035560944215966,49,Amex,0
398,138.97847164954612,48,Visa,0
399,140.4632986855017,11,MasterCard,0
400,10.883751880671802,20,Visa,0
401,232.8445680867632,3,Amex,0
402,70.37074897567544,30,Visa,0
403,175.133255752333,43,MasterCard,0
404,38.57354261645083,30,MasterCard,0
405,225.87905145459263,22,MasterCard,0
406,49.29884540601712,19,Visa,0
407,1.0896806615175478,14,MasterCard,0
408,235.79072969624536,22,Visa,0
409,9.572561054847526,27,Amex,0
410,38.46536333850389,15,Amex,0
411,299.69723831882857,36,Visa,0
412,300.79495401039895,20,MasterCard,0
413,85.19972910552637,14,Visa,0
414,99.92300803905246,16,Visa,0
415,59.50146636228576,49,Visa,0
416,34.7022778746197,36,Amex,0
417,39.84863345503897,12,Visa,0
418,111.63235799285063,18,Amex,0
419,139.58378736630772,29,Visa,0
420,156.81954162211485,44,Amex,0
421,155.88310318487416,17,Visa,0
422,9.563694654031945,13,Visa,0
423,68.20495965733559,35,MasterCard,0
424,5.928170644873779,35,MasterCard,0
425,79.74613156953929,19,Visa,0
426,58.255527498728355,18,Visa,0
427,218.66186642208012,44,Visa,0
428,43.21916194678851,43,Visa,0
429,12.450597755245086,6,MasterCard,0
430,15.430765454211937,43,Amex,0
431,143.34305470790937,3,Visa,0
432,96.2905679748035,33,MasterCard,0
433,10.660871224538544,1,Visa,0
434,8.785552166860509,4,Visa,0
435,120.72084716530998,9,Amex,0
436,7.554608952579714,31,Visa,0
437,172.51858538085813,41,Visa,0
438,122.4999753130005,40,Amex,0
439,8.484875058031207,12,Amex,0
440,8.86538677778067,38,Amex,0
441,431.54585620580923,4,Amex,0
442,46.883758255228955,9,MasterCard,0
443,46.305526047531245,9,MasterCard,0
444,167.55754032826772,37,MasterCard,0
445,294.21645379632434,26,Visa,0
446,426.8773939601984,20,Amex,0
447,139.98992301163418,7,Amex,0
448,47.202099961912566,0,MasterCard,0
449,8.719399369795726,27,Visa,0
450,150.12425404546258,48,Visa,0
451,81.7360407561493,38,Visa,0
452,55.20331253049737,13,MasterCard,0
453,236.82376754780904,20,Visa,0
454,11.788020797188024,29,Visa,0
455,67.85051093729543,20,Visa,0
456,1.1418589432541668,48,Amex,0
457,63.235436958292624,8,MasterCard,0
458,5.795043106592577,16,Amex,0
459,12.649099593117121,4,Amex,0
460,12.502623200745628,30,MasterCard,0
461,104.75683864069715,39,Amex,0
462,137.05977175964728,37,Visa,0
463,87.55537772028686,42,Visa,0
464,327.4720209102377,18,Visa,0
465,46.97965779202672,35,Visa,0
466,33.646915742055874,49,MasterCard,0
467,202.95025381702297,32,Amex,0
468,25.308206773185336,12,Amex,0
469,330.2870106251911,13,Visa,0
470,1.2228944358969307,32,Visa,0
471,350.25269228794815,28,Amex,0
472,4.4118998618501895,42,MasterCard,0
473,221.77212291600088,48,Amex,0
474,75.01432503493903,35,Visa,0
475,495.68286079260326,43,Visa,0
476,7.666137595445494,9,MasterCard,0
477,80.71096637333488,30,Amex,0
478,348.3575221256005,5,MasterCard,0
479,74.0443933181044,0,MasterCard,0
480,99.26282903811874,6,Visa,0
481,118.99012381167742,26,Amex,0
482,60.61277556769509,20,Visa,0
483,98.76741730080221,27,Amex,0
484,87.78258618057556,15,Visa,0
485,231.42327694826474,45,Visa,0
486,4.6511461743480975,22,Amex,0
487,32.98427258987584,19,Amex,0
488,300.39960058609313,37,Visa,0
489,220.9675828453486,24,Amex,0
490,60.817526195962,27,Visa,0
491,96.79330287389773,4,Amex,0
492,32.48734198951301,20,Visa,0
493,20.84041614360645,17,Visa,0
494,62.305859880409876,46,Visa,0
495,43.595353461673334,5,MasterCard,0
496,87.6243706006643,28,Amex,0
497,8.09222844331848,18,Visa,0
498,366.4960122522567,32,MasterCard,0
499,428.38655755525383,0,Visa,0
500,119.78638819127893,44,MasterCard,0
501,76.80784344120899,2,Visa,0
502,37.037930155436,41,Visa,0
503,168.09071674879968,20,MasterCard,0
504,115.43295836488157,34,MasterCard,0
505,17.747365410048836,40,Amex,0
506,241.83010919991276,39,Amex,0
507,172.89945113672715,2,MasterCard,0
508,299.1738525033436,24,Amex,0
509,129.36040041961343,44,MasterCard,0
510,95.04040195913728,37,Amex,0
511,54.170250659311336,44,Visa,0
512,269.9018361547118,19,Amex,0
513,201.039238004692,43,Visa,0
514,4.627293865312279,44,Visa,0
515,2.6720816866511363,33,Amex,0
516,47.234776158326284,20,MasterCard,0
517,166.36477229960863,47,Visa,0
518,436.4275468220168,22,Visa,0
519,16.30095099344797,5,Amex,0
520,90.17241302157358,12,MasterCard,0
521,47.947369975809615,48,MasterCard,0
522,350.3708554375963,22,Amex,0
523,184.59132074336347,8,MasterCard,0
524,182.21900464698572,16,Amex,0
525,63.24155711397735,1,Amex,0
526,53.5834936327349,18,Amex,0
527,31.93888921500612,18,Visa,0
528,5.802696384483622,6,Visa,0
529,200.04261400033104,41,Visa,0
530,167.61174392499228,41,Amex,0
531,817.2445597818082,19,Visa,0
532,569.4873400744333,8,Visa,0
533,81.0651592641394,16,Visa,0
534,146.52830902062607,26,Amex,0
535,289.6171682874436,46,Amex,0
536,189.47720147092457,1,Amex,0
537,28.415244458114653,35,Visa,0
538,59.88268273998645,18,MasterCard,0
539,13.829634431308865,16,Visa,0
540,308.0223786441709,4,Visa,0
541,93.18477025886182,38,Amex,0
542,25.96037254184837,17,Amex,0
543,111.38295391732503,6,Visa,0
544,96.26704347430717,16,Visa,0
545,44.342046229710604,38,MasterCard,0
546,12.053912139846927,35,MasterCard,0
547,111.34412835191021,39,Amex,0
548,73.46104241860377,44,MasterCard,0
549,147.9807080960515,3,MasterCard,0
550,73.4309860423515,37,Amex,0
551,191.1770111308484,24,MasterCard,0
552,80.27541190214875,4,Visa,0
553,82.31145809801471,29,MasterCard,0
554,209.27586432297716,11,Amex,0
555,51.6647313988117,3,Visa,0
556,14.388795539029894,23,MasterCard,0
557,2.920502143209468,28,Visa,0
558,140.70574526625856,8,Visa,0
559,96.83989670606796,3,MasterCard,0
560,121.76653477978765,23,MasterCard,0
561,23.948149349344348,13,Amex,0
562,14.661255122827866,4,Amex,0
563,1.4651476265668781,17,Visa,0
564,43.168726151506924,41,Amex,0
565,89.13973756649446,18,Visa,0
566,49.79818675611507,11,Visa,0
567,57.53195628284312,17,Amex,0
568,234.50615229814414,16,Amex,0
569,42.81026144251117,29,Amex,0
570,72.15250280723211,23,MasterCard,0
571,153.08717377197016,10,Visa,0
572,50.50801312991797,34,Visa,0
573,97.30904753530854,22,Visa,0
574,198.31406436843068,16,Amex,0
575,298.6190415374668,0,Amex,0
576,15.908187931483598,14,Amex,0
577,261.1662763042079,31,Amex,0
578,67.75027809955306,8,Amex,0
579,29.873545435139576,14,MasterCard,0
580,61.45869673706975,27,Amex,0
581,391.36530975805914,23,Visa,0
582,67.84912926673597,34,Amex,0
583,39.86160321004998,21,Visa,0
584,100.34862739576596,26,Amex,0
585,27.462846771560294,18,Amex,0
586,7.889530497623504,44,Visa,0
587,13.797521971241586,11,Visa,0
588,13.701842406700711,19,Visa,0
589,16.475990155667297,0,Visa,0
590,14.946006606751656,20,MasterCard,0
591,102.40840510758065,48,Visa,0
592,20.074635703448163,44,Amex,0
593,42.413931579480526,0,Amex,0
594,227.09741251283577,9,MasterCard,0
595,64.23811416465936,46,Visa,0
596,110.12890836523806,31,Amex,0
597,18.91285171132165,38,MasterCard,0
598,21.355098099509505,21,Amex,0
599,4.17272127175653,17,MasterCard,0
600,18.504734406558086,47,MasterCard,0
601,32.65481186311455,45,Visa,0
602,19.481181748310796,31,MasterCard,0
603,9.288590786036757,26,Amex,0
604,12.855621349335253,27,Amex,0
605,61.76293433653791,17,Visa,0
606,23.109220634509658,38,Visa,0
607,45.29811155109185,48,MasterCard,0
608,70.00051847143304,28,Visa,0
609,117.24574340125422,17,Amex,0
610,4.010573010001543,43,Amex,0
611,160.64942438261195,7,Visa,0
612,98.85936903672963,30,Visa,0
613,8.529543037633426,33,Visa,0
614,206.81346984880906,6,MasterCard,0
615,253.6693546378928,35,MasterCard,0
616,6.30228275601634,17,Amex,0
617,32.41768431286508,37,MasterCard,0
618,164.09351832266427,8,MasterCard,0
619,137.93572402143084,8,MasterCard,0
620,20.397963206180048,45,MasterCard,0
621,23.489903118153325,7,Amex,0
622,46.27851100243697,34,Visa,0
623,66.26625646686144,17,Amex,0
624,96.3001834058552,4,MasterCard,0
625,46.03125630003512,13,Visa,0
626,62.08911092209176,27,Visa,0
627,137.62289403898424,29,Visa,0
628,3.7372952321478463,3,Amex,0
629,29.093662188239723,38,Visa,0
630,124.94918749560257,19,Amex,0
631,225.57667543306135,24,Amex,0
632,71.67791122084009,27,MasterCard,0
633,75.95295023530689,11,MasterCard,0
634,11.336133854066338,1,Visa,0
635,59.314324608355086,42,Visa,0
636,76.060679905529,13,MasterCard,0
637,27.76928032606533,21,Amex,0
638,31.367461187854385,30,Amex,0
639,47.3664984802472,22,MasterCard,0
640,2.0275360750314513,47,Amex,0
641,38.872476125613574,19,MasterCard,0
642,23.755693562362985,37,MasterCard,0
643,39.67492302319827,3,Visa,0
644,12.756310328478126,14,Visa,0
645,221.20798999430247,23,MasterCard,0
646,90.03988138795597,24,Visa,0
647,113.66329578930316,0,MasterCard,0
648,155.67090323777913,6,Amex,0
649,69.00364218488852,30,Amex,0
650,9.093209451745585,11,Amex,0
651,77.02583632948226,41,Amex,0
652,88.39230578713736,4,MasterCard,0
653,136.82166488084093,43,Amex,0
654,56.50346493829821,49,Amex,0
655,13.648466672931223,41,Amex,0
656,33.37621802617039,37,Amex,0
657,45.111482547462344,11,MasterCard,0
658,103.82246116218616,38,Amex,0
659,84.57817212014196,17,Visa,0
660,44.020675965180615,1,Visa,0
661,430.6195772169812,9,Visa,0
662,93.08330084672093,14,Visa,0
663,27.079452875679994,29,Visa,0
664,10.734300462488685,43,Visa,0
665,16.58882925898259,16,MasterCard,0
666,28.230684939514095,3,Visa,0
667,17.516487495429402,6,Amex,0
668,20.64917454545804,40,Visa,0
669,33.56058482154465,30,MasterCard,0
670,19.0402433662887,38,Visa,0
671,227.07514493559154,33,Amex,0
672,8.363571259200016,5,Amex,0
673,74.34123501127027,49,MasterCard,0
674,52.830555648930236,37,MasterCard,0
675,403.86421660159203,44,MasterCard,0
676,11.88273456974049,33,MasterCard,0
677,50.72579937424304,43,Visa,0
678,348.9059664126715,14,Visa,0
679,200.62440619681547,13,Amex,0
680,169.86630340361793,5,MasterCard,0
681,29.827508353350463,49,MasterCard,0
682,18.739953278648752,36,Visa,0
683,110.45595986817835,49,MasterCard,0
684,265.0385094959955,31,Amex,0
685,81.36504219047423,2,Amex,0
686,84.77275614585865,2,MasterCard,0
687,32.847503081065085,21,Amex,0
688,146.74737584120885,21,Amex,0
689,20.707798214607084,9,Visa,0
690,39.108781311923266,2,Amex,0
691,55.414455006983054,11,MasterCard,0
692,70.84849626446984,28,MasterCard,0
693,27.76125835696058,47,Amex,0
694,12.198327214413544,16,MasterCard,0
695,94.31996574293565,6,Visa,0
696,34.05633684365418,12,Amex,0
697,87.04530682924437,1,Amex,0
698,16.76647527706798,3,Amex,0
699,65.61213780285276,9,MasterCard,0
700,76.05472481290778,38,MasterCard,0
701,5.321465145712133,23,Amex,0
702,41.03836013804232,16,MasterCard,0
703,14.43493268319316,5,MasterCard,0
704,6.5472258772524885,18,Amex,0
705,460.1201311395324,4,Amex,0
706,38.913002251942025,31,MasterCard,0
707,166.00706137698987,9,Amex,0
708,29.38888342934014,8,Amex,0
709,114.41413510203515,26,Amex,0
710,142.80662228282085,12,Amex,0
711,90.54465941691397,18,MasterCard,0
712,63.785664404527175,20,Amex,0
713,53.075781350537774,23,Visa,0
714,42.90433017039748,37,Amex,0
715,265.2556048220781,3,Visa,0
716,177.5607071141798,23,Amex,0
717,335.31763894156916,34,Visa,0
718,13.272854183610555,2,Visa,0
719,131.25513634605076,3,Amex,0
720,278.61272652612405,36,Amex,0
721,19.995580970079768,39,Amex,0
722,6.881031747249687,47,Visa,0
723,135.1393153188622,34,MasterCard,0
724,85.44271441986697,30,MasterCard,0
725,184.4077141321478,43,Amex,0
726,15.05582464141926,24,MasterCard,0
727,158.6050111031868,39,MasterCard,0
728,22.517977306702296,12,Amex,0
729,17.8715198965518,3,Visa,0
730,17.94446565599507,45,Amex,0
731,168.51032825640087,13,MasterCard,0
732,109.42136390159689,12,Visa,0
733,74.03759563460443,26,MasterCard,0
734,44.44614016780682,5,Visa,0
735,209.72026672943323,16,MasterCard,0
736,49.83127496974449,35,Amex,0
737,169.60826628480697,39,MasterCard,0
738,57.827488111388035,48,MasterCard,0
739,47.311956581773714,34,Visa,0
740,62.11610598996026,16,MasterCard,0
741,35.864527543064206,40,Amex,0
742,137.67773129369394,1,Amex,0
743,69.8602815695596,12,Amex,0
744,26.424253099706522,1,Visa,0
745,229.83398495505836,27,Visa,0
746,48.43317423587113,42,MasterCard,0
747,78.42823821777635,25,MasterCard,0
